Admin2,Current_Deaths,% change in deaths,Current_Confirmed,Province_State,change in cases,% change in cases
Greene,[5],[inf],[114],New York,[70],[1.59090909]
Hamilton,[0],[nan],[3],New York,[0],[0.]
Herkimer,[3],[0.],[58],New York,[21],[0.56756757]
Jefferson,[0],[nan],[60],New York,[14],[0.30434783]
Lewis,[0],[nan],[9],New York,[3],[0.5]
Livingston,[5],[1.5],[67],New York,[33],[0.97058824]
Madison,[5],[0.66666667],[126],New York,[21],[0.2]
Monroe,[113],[1.825],[1404],New York,[606],[0.7593985]
Montgomery,[1],[0.],[51],New York,[22],[0.75862069]
Nassau,[1678],[0.98345154],[35505],New York,[11952],[0.50745128]
New York City,[18076],[1.6204697],[164841],New York,[61633],[0.5971727]
Niagara,[21],[4.25],[401],New York,[207],[1.06701031]
Oneida,[15],[4.],[422],New York,[227],[1.16410256]
Onondaga,[30],[2.33333333],[782],New York,[288],[0.58299595]
Ontario,[9],[inf],[90],New York,[33],[0.57894737]
Orange,[311],[1.14482759],[8488],New York,[3461],[0.6884822]
Orleans,[9],[inf],[85],New York,[60],[2.4]
Oswego,[3],[0.5],[63],New York,[21],[0.5]
Otsego,[4],[3.],[66],New York,[23],[0.53488372]
Putnam,[7],[0.],[946],New York,[439],[0.86587771]
Rensselaer,[11],[1.2],[262],New York,[160],[1.56862745]
Rockland,[500],[1.5],[11586],New York,[3865],[0.50058283]
Saratoga,[11],[1.75],[346],New York,[150],[0.76530612]
Schenectady,[22],[2.14285714],[479],New York,[280],[1.40703518]
Schoharie,[0],[nan],[39],New York,[27],[2.25]
Schuyler,[0],[nan],[7],New York,[2],[0.4]
Seneca,[0],[nan],[38],New York,[22],[1.375]
St. Lawrence,[0],[nan],[170],New York,[82],[0.93181818]
Steuben,[35],[2.5],[214],New York,[67],[0.45578231]
Suffolk,[1155],[1.22972973],[33265],New York,[12331],[0.58904175]
Sullivan,[22],[2.14285714],[811],New York,[453],[1.26536313]
Tioga,[10],[inf],[84],New York,[61],[2.65217391]
Tompkins,[0],[nan],[127],New York,[14],[0.12389381]
Ulster,[30],[1.72727273],[1252],New York,[597],[0.91145038]
Unassigned,[0],[-1.],[0],New York,[0],[nan]
Warren,[0],[nan],[152],New York,[106],[2.30434783]
Washington,[2],[1.],[134],New York,[100],[2.94117647]
Wayne,[1],[inf],[70],New York,[28],[0.66666667]
Westchester,[1006],[0.96868885],[28626],New York,[9313],[0.48221405]
Wyoming,[5],[4.],[65],New York,[34],[1.09677419]
Yates,[1],[inf],[17],New York,[15],[7.5]
Alamance,[1],[inf],[96],North Carolina,[60],[1.66666667]
Alexander,[0],[nan],[4],North Carolina,[2],[1.]
Alleghany,[0],[nan],[2],North Carolina,[0],[0.]
Anson,[0],[nan],[24],North Carolina,[14],[1.4]
Ashe,[0],[nan],[5],North Carolina,[1],[0.25]
Beaufort,[0],[nan],[22],North Carolina,[9],[0.69230769]
Bertie,[2],[1.],[38],North Carolina,[26],[2.16666667]
Bladen,[0],[nan],[20],North Carolina,[19],[19.]
Brunswick,[2],[1.],[43],North Carolina,[9],[0.26470588]
Buncombe,[5],[1.5],[60],North Carolina,[23],[0.62162162]
Burke,[8],[3.],[97],North Carolina,[36],[0.59016393]
Cabarrus,[10],[9.],[275],North Carolina,[158],[1.35042735]
Caldwell,[0],[nan],[33],North Carolina,[16],[0.94117647]
Camden,[0],[],[1],North Carolina,[],[]
Carteret,[3],[2.],[28],North Carolina,[7],[0.33333333]
Caswell,[0],[nan],[19],North Carolina,[16],[5.33333333]
Catawba,[1],[0.],[56],North Carolina,[23],[0.6969697]
Chatham,[6],[inf],[287],North Carolina,[224],[3.55555556]
Cherokee,[1],[0.],[16],North Carolina,[5],[0.45454545]
Chowan,[0],[nan],[7],North Carolina,[4],[1.33333333]
Clay,[0],[nan],[6],North Carolina,[2],[0.5]
Cleveland,[2],[inf],[47],North Carolina,[9],[0.23684211]
Columbus,[8],[7.],[103],North Carolina,[72],[2.32258065]
Craven,[4],[3.],[39],North Carolina,[14],[0.56]
Cumberland,[8],[7.],[224],North Carolina,[140],[1.66666667]
Currituck,[0],[nan],[5],North Carolina,[2],[0.66666667]
Dare,[1],[0.],[15],North Carolina,[2],[0.15384615]
Davidson,[8],[3.],[166],North Carolina,[81],[0.95294118]
Davie,[2],[0.],[29],North Carolina,[7],[0.31818182]
Duplin,[0],[nan],[78],North Carolina,[63],[4.2]
Durham,[20],[19.],[724],North Carolina,[446],[1.60431655]
Edgecombe,[4],[3.],[81],North Carolina,[58],[2.52173913]
Forsyth,[5],[0.25],[210],North Carolina,[95],[0.82608696]
Franklin,[22],[inf],[102],North Carolina,[38],[0.59375]
Gaston,[3],[0.],[140],North Carolina,[59],[0.72839506]
Gates,[0],[nan],[7],North Carolina,[3],[0.75]
Graham,[0],[],[1],North Carolina,[],[]
Granville,[5],[inf],[136],North Carolina,[47],[0.52808989]
Greene,[0],[nan],[15],North Carolina,[5],[0.5]
Guilford,[23],[1.55555556],[358],North Carolina,[223],[1.65185185]
Halifax,[1],[inf],[58],North Carolina,[37],[1.76190476]
Harnett,[7],[2.5],[151],North Carolina,[110],[2.68292683]
Haywood,[0],[nan],[7],North Carolina,[4],[1.33333333]
Henderson,[18],[2.6],[162],North Carolina,[86],[1.13157895]
Hertford,[1],[0.],[34],North Carolina,[29],[5.8]
Hoke,[0],[nan],[72],North Carolina,[54],[3.]
Hyde,[0],[],[1],North Carolina,[],[]
Iredell,[6],[5.],[108],North Carolina,[37],[0.52112676]
Jackson,[0],[nan],[15],North Carolina,[13],[6.5]
Johnston,[13],[1.6],[149],North Carolina,[52],[0.53608247]
Jones,[2],[1.],[12],North Carolina,[5],[0.71428571]
Lee,[0],[nan],[142],North Carolina,[127],[8.46666667]
Lenoir,[4],[inf],[60],North Carolina,[46],[3.28571429]
Lincoln,[0],[nan],[27],North Carolina,[12],[0.8]
Macon,[1],[0.],[2],North Carolina,[0],[0.]
Madison,[0],[],[1],North Carolina,[],[]
Martin,[0],[nan],[16],North Carolina,[10],[1.66666667]
McDowell,[1],[inf],[25],North Carolina,[9],[0.5625]
Mecklenburg,[43],[2.58333333],[1567],North Carolina,[613],[0.64255765]
Mitchell,[0],[nan],[5],North Carolina,[1],[0.25]
Montgomery,[1],[0.],[37],North Carolina,[24],[1.84615385]
Moore,[6],[2.],[125],North Carolina,[41],[0.48809524]
Nash,[3],[2.],[88],North Carolina,[55],[1.66666667]
New Hanover,[3],[inf],[79],North Carolina,[20],[0.33898305]
Northampton,[5],[4.],[82],North Carolina,[21],[0.3442623]
Onslow,[1],[0.],[43],North Carolina,[9],[0.26470588]
Orange,[15],[6.5],[217],North Carolina,[67],[0.44666667]
Pamlico,[0],[nan],[7],North Carolina,[1],[0.16666667]
Pasquotank,[1],[inf],[36],North Carolina,[21],[1.4]
Pender,[1],[inf],[11],North Carolina,[6],[1.2]
Perquimans,[0],[nan],[13],North Carolina,[9],[2.25]
Person,[0],[nan],[20],North Carolina,[12],[1.5]
Pitt,[2],[1.],[120],North Carolina,[57],[0.9047619]
Polk,[0],[nan],[19],North Carolina,[10],[1.11111111]
Randolph,[3],[0.5],[168],North Carolina,[117],[2.29411765]
Richmond,[2],[1.],[42],North Carolina,[32],[3.2]
Robeson,[3],[inf],[162],North Carolina,[154],[19.25]
Rockingham,[2],[0.],[25],North Carolina,[11],[0.78571429]
Rowan,[22],[10.],[366],North Carolina,[255],[2.2972973]
Rutherford,[6],[5.],[125],North Carolina,[88],[2.37837838]
Sampson,[0],[nan],[51],North Carolina,[40],[3.63636364]
Scotland,[0],[nan],[24],North Carolina,[15],[1.66666667]
Stanly,[4],[3.],[29],North Carolina,[13],[0.8125]
Stokes,[0],[nan],[11],North Carolina,[1],[0.1]
Surry,[0],[nan],[13],North Carolina,[3],[0.3]
Swain,[0],[],[3],North Carolina,[],[]
Transylvania,[0],[nan],[7],North Carolina,[1],[0.16666667]
Tyrrell,[0],[],[4],North Carolina,[],[]
Unassigned,[0],[],[0],North Carolina,[],[]
Union,[9],[8.],[228],North Carolina,[127],[1.25742574]
Vance,[5],[inf],[84],North Carolina,[65],[3.42105263]
Wake,[17],[inf],[814],North Carolina,[344],[0.73191489]
Warren,[0],[nan],[9],North Carolina,[6],[2.]
Washington,[2],[1.],[24],North Carolina,[9],[0.6]
Watauga,[0],[nan],[8],North Carolina,[0],[0.]
Wayne,[10],[9.],[651],North Carolina,[582],[8.43478261]
Wilkes,[1],[0.],[26],North Carolina,[22],[5.5]
Wilson,[6],[1.],[159],North Carolina,[95],[1.484375]
Yadkin,[1],[inf],[17],North Carolina,[3],[0.21428571]
Barnes,[0],[nan],[4],North Dakota,[2],[1.]
Bowman,[0],[nan],[1],North Dakota,[0],[0.]
Burke,[0],[nan],[3],North Dakota,[1],[0.5]
Burleigh,[0],[nan],[76],North Dakota,[26],[0.52]
Cass,[12],[5.],[492],North Dakota,[385],[3.59813084]
Divide,[0],[nan],[1],North Dakota,[0],[0.]
Dunn,[0],[nan],[10],North Dakota,[8],[4.]
Eddy,[0],[nan],[1],North Dakota,[0],[0.]
Emmons,[1],[0.],[1],North Dakota,[0],[0.]
Foster,[0],[nan],[1],North Dakota,[0],[0.]
Grand Forks,[0],[nan],[251],North Dakota,[240],[21.81818182]
Grant,[0],[nan],[1],North Dakota,[0],[0.]
McHenry,[1],[0.],[1],North Dakota,[0],[0.]
McIntosh,[0],[nan],[1],North Dakota,[0],[0.]
McKenzie,[0],[nan],[13],North Dakota,[7],[1.16666667]
McLean,[0],[nan],[3],North Dakota,[1],[0.5]
Mercer,[0],[nan],[0],North Dakota,[0],[nan]
Morton,[2],[1.],[24],North Dakota,[5],[0.26315789]
Mountrail,[0],[nan],[35],North Dakota,[14],[0.66666667]
Nelson,[0],[],[1],North Dakota,[],[]
Oliver,[0],[nan],[1],North Dakota,[0],[0.]
Pembina,[0],[],[1],North Dakota,[],[]
Pierce,[0],[nan],[2],North Dakota,[0],[0.]
Ramsey,[0],[nan],[3],North Dakota,[0],[0.]
Ransom,[0],[],[1],North Dakota,[],[]
Richland,[0],[nan],[7],North Dakota,[5],[2.5]
Rolette,[0],[nan],[1],North Dakota,[0],[0.]
Sargent,[0],[nan],[1],North Dakota,[0],[0.]
Sioux,[0],[nan],[1],North Dakota,[0],[0.]
Slope,[0],[nan],[3],North Dakota,[0],[0.]
Stark,[2],[0.],[46],North Dakota,[14],[0.4375]
Stutsman,[0],[nan],[6],North Dakota,[5],[5.]
Unassigned,[0],[],[0],North Dakota,[],[]
Walsh,[0],[nan],[7],North Dakota,[4],[1.33333333]
Ward,[1],[inf],[21],North Dakota,[1],[0.05]
Wells,[0],[],[2],North Dakota,[],[]
Williams,[0],[nan],[10],North Dakota,[2],[0.25]
Adams,[0],[nan],[5],Ohio,[2],[0.66666667]
Allen,[22],[10.],[116],Ohio,[83],[2.51515152]
Ashland,[0],[nan],[6],Ohio,[1],[0.2]
Ashtabula,[15],[6.5],[116],Ohio,[90],[3.46153846]
Athens,[1],[0.],[3],Ohio,[0],[0.]
Auglaize,[3],[2.],[32],Ohio,[18],[1.28571429]
Belmont,[7],[2.5],[128],Ohio,[78],[1.56]
Brown,[1],[0.],[11],Ohio,[5],[0.83333333]
Butler,[7],[2.5],[261],Ohio,[144],[1.23076923]
Carroll,[1],[inf],[19],Ohio,[6],[0.46153846]
Champaign,[1],[0.],[14],Ohio,[8],[1.33333333]
Clark,[2],[inf],[51],Ohio,[31],[1.55]
Clermont,[3],[2.],[81],Ohio,[40],[0.97560976]
Clinton,[0],[nan],[29],Ohio,[14],[0.93333333]
Columbiana,[23],[2.83333333],[247],Ohio,[142],[1.35238095]
Coshocton,[0],[nan],[17],Ohio,[1],[0.0625]
Crawford,[0],[nan],[45],Ohio,[29],[1.8125]
Cuyahoga,[110],[3.7826087],[2030],Ohio,[878],[0.76215278]
Darke,[14],[0.75],[76],Ohio,[31],[0.68888889]
Defiance,[1],[inf],[20],Ohio,[9],[0.81818182]
Delaware,[4],[1.],[153],Ohio,[59],[0.62765957]
Erie,[3],[2.],[54],Ohio,[44],[4.4]
Fairfield,[2],[inf],[129],Ohio,[48],[0.59259259]
Fayette,[0],[nan],[15],Ohio,[6],[0.66666667]
Franklin,[71],[4.07142857],[2216],Ohio,[1273],[1.34994698]
Fulton,[0],[nan],[21],Ohio,[14],[2.]
Gallia,[1],[0.],[6],Ohio,[1],[0.2]
Geauga,[13],[5.5],[153],Ohio,[92],[1.50819672]
Greene,[4],[3.],[46],Ohio,[18],[0.64285714]
Guernsey,[0],[nan],[15],Ohio,[9],[1.5]
Hamilton,[68],[3.],[1150],Ohio,[615],[1.14953271]
Hancock,[1],[0.],[37],Ohio,[18],[0.94736842]
Hardin,[0],[nan],[24],Ohio,[19],[3.8]
Harrison,[0],[],[4],Ohio,[],[]
Henry,[0],[nan],[5],Ohio,[4],[4.]
Highland,[1],[inf],[11],Ohio,[5],[0.83333333]
Hocking,[1],[inf],[16],Ohio,[14],[7.]
Holmes,[1],[inf],[5],Ohio,[2],[0.66666667]
Huron,[1],[0.],[30],Ohio,[16],[1.14285714]
Jackson,[0],[nan],[4],Ohio,[2],[1.]
Jefferson,[1],[inf],[43],Ohio,[19],[0.79166667]
Knox,[1],[0.],[16],Ohio,[6],[0.6]
Lake,[7],[0.16666667],[165],Ohio,[51],[0.44736842]
Lawrence,[0],[nan],[24],Ohio,[8],[0.5]
Licking,[5],[0.66666667],[115],Ohio,[32],[0.38554217]
Logan,[0],[nan],[18],Ohio,[11],[1.57142857]
Lorain,[22],[3.4],[418],Ohio,[242],[1.375]
Lucas,[114],[4.42857143],[1208],Ohio,[705],[1.40159046]
Madison,[3],[0.],[60],Ohio,[37],[1.60869565]
Mahoning,[81],[1.61290323],[804],Ohio,[387],[0.92805755]
Marion,[4],[inf],[2196],Ohio,[2143],[40.43396226]
Medina,[15],[1.14285714],[165],Ohio,[55],[0.5]
Meigs,[0],[nan],[2],Ohio,[1],[1.]
Mercer,[1],[0.],[18],Ohio,[5],[0.38461538]
Miami,[27],[0.8],[138],Ohio,[21],[0.17948718]
Monroe,[0],[nan],[3],Ohio,[1],[0.5]
Montgomery,[10],[1.],[279],Ohio,[81],[0.40909091]
Morgan,[0],[nan],[4],Ohio,[2],[1.]
Morrow,[1],[inf],[41],Ohio,[33],[4.125]
Muskingum,[0],[nan],[10],Ohio,[2],[0.25]
Noble,[0],[nan],[5],Ohio,[4],[4.]
Ottawa,[0],[nan],[37],Ohio,[27],[2.7]
Paulding,[0],[nan],[8],Ohio,[3],[0.6]
Perry,[0],[nan],[12],Ohio,[4],[0.5]
Pickaway,[20],[inf],[1722],Ohio,[1664],[28.68965517]
Pike,[0],[nan],[3],Ohio,[2],[2.]
Portage,[39],[1.6],[230],Ohio,[93],[0.67883212]
Preble,[2],[1.],[27],Ohio,[12],[0.8]
Putnam,[6],[inf],[64],Ohio,[64],[inf]
Richland,[1],[0.],[80],Ohio,[44],[1.22222222]
Ross,[1],[inf],[37],Ohio,[20],[1.17647059]
Sandusky,[4],[1.],[23],Ohio,[12],[1.09090909]
Scioto,[0],[nan],[8],Ohio,[4],[1.]
Seneca,[1],[0.],[14],Ohio,[5],[0.55555556]
Shelby,[1],[inf],[30],Ohio,[3],[0.11111111]
Stark,[39],[2.54545455],[333],Ohio,[179],[1.16233766]
Summit,[49],[2.5],[584],Ohio,[327],[1.27237354]
Trumbull,[30],[2.75],[305],Ohio,[137],[0.81547619]
Tuscarawas,[0],[nan],[60],Ohio,[33],[1.22222222]
Unassigned,[0],[nan],[0],Ohio,[-2],[-1.]
Union,[0],[nan],[19],Ohio,[9],[0.9]
Van Wert,[0],[nan],[3],Ohio,[1],[0.5]
Vinton,[0],[],[5],Ohio,[],[]
Warren,[11],[10.],[134],Ohio,[59],[0.78666667]
Washington,[12],[11.],[95],Ohio,[56],[1.43589744]
Wayne,[24],[3.8],[125],Ohio,[75],[1.5]
Williams,[1],[inf],[33],Ohio,[30],[10.]
Wood,[20],[5.66666667],[154],Ohio,[100],[1.85185185]
Wyandot,[2],[0.],[25],Ohio,[14],[1.27272727]
Adair,[3],[0.5],[64],Oklahoma,[37],[1.37037037]
Alfalfa,[0],[],[1],Oklahoma,[],[]
Atoka,[0],[nan],[1],Oklahoma,[0],[0.]
Beaver,[0],[nan],[5],Oklahoma,[4],[4.]
Beckham,[0],[nan],[5],Oklahoma,[4],[4.]
Bryan,[1],[inf],[8],Oklahoma,[5],[1.66666667]
Caddo,[7],[inf],[61],Oklahoma,[52],[5.77777778]
Canadian,[3],[2.],[97],Oklahoma,[41],[0.73214286]
Carter,[1],[inf],[2],Oklahoma,[1],[1.]
Cherokee,[1],[0.],[27],Oklahoma,[9],[0.5]
Choctaw,[0],[nan],[3],Oklahoma,[1],[0.5]
Cimarron,[0],[],[1],Oklahoma,[],[]
Cleveland,[28],[0.64705882],[417],Oklahoma,[153],[0.57954545]
Comanche,[1],[inf],[79],Oklahoma,[30],[0.6122449]
Cotton,[1],[inf],[5],Oklahoma,[1],[0.25]
Craig,[0],[nan],[10],Oklahoma,[3],[0.42857143]
Creek,[6],[1.],[77],Oklahoma,[22],[0.4]
Custer,[0],[nan],[10],Oklahoma,[5],[1.]
Delaware,[11],[inf],[90],Oklahoma,[40],[0.8]
Dewey,[0],[nan],[2],Oklahoma,[1],[1.]
Garfield,[1],[0.],[15],Oklahoma,[9],[1.5]
Garvin,[1],[inf],[13],Oklahoma,[3],[0.3]
Grady,[1],[inf],[35],Oklahoma,[24],[2.18181818]
Grant,[0],[nan],[2],Oklahoma,[0],[0.]
Greer,[6],[0.5],[64],Oklahoma,[15],[0.30612245]
Harper,[0],[],[1],Oklahoma,[],[]
Haskell,[0],[],[4],Oklahoma,[],[]
Jackson,[0],[nan],[15],Oklahoma,[8],[1.14285714]
Jefferson,[0],[nan],[2],Oklahoma,[1],[1.]
Johnston,[0],[],[3],Oklahoma,[],[]
Kay,[7],[1.33333333],[47],Oklahoma,[4],[0.09302326]
Kingfisher,[0],[nan],[8],Oklahoma,[3],[0.6]
Kiowa,[0],[nan],[4],Oklahoma,[3],[3.]
Latimer,[1],[0.],[5],Oklahoma,[1],[0.25]
Le Flore,[0],[nan],[10],Oklahoma,[7],[2.33333333]
Lincoln,[0],[nan],[12],Oklahoma,[1],[0.09090909]
Logan,[1],[inf],[14],Oklahoma,[7],[1.]
Love,[0],[nan],[2],Oklahoma,[0],[0.]
Major,[1],[inf],[3],Oklahoma,[2],[2.]
Marshall,[0],[nan],[2],Oklahoma,[1],[1.]
Mayes,[3],[0.5],[21],Oklahoma,[7],[0.5]
McClain,[0],[nan],[35],Oklahoma,[17],[0.94444444]
McCurtain,[0],[nan],[8],Oklahoma,[5],[1.66666667]
McIntosh,[0],[nan],[2],Oklahoma,[1],[1.]
Murray,[0],[],[1],Oklahoma,[],[]
Muskogee,[5],[1.5],[26],Oklahoma,[5],[0.23809524]
Noble,[0],[nan],[6],Oklahoma,[0],[0.]
Nowata,[0],[nan],[21],Oklahoma,[11],[1.1]
Okfuskee,[0],[nan],[1],Oklahoma,[0],[0.]
Oklahoma,[30],[0.57894737],[743],Oklahoma,[308],[0.70804598]
Okmulgee,[0],[nan],[16],Oklahoma,[3],[0.23076923]
Osage,[8],[0.14285714],[73],Oklahoma,[23],[0.46]
Ottawa,[1],[inf],[31],Oklahoma,[13],[0.72222222]
Out of OK,[0],[nan],[0],Oklahoma,[0],[nan]
Pawnee,[2],[0.],[29],Oklahoma,[3],[0.11538462]
Payne,[1],[inf],[44],Oklahoma,[16],[0.57142857]
Pittsburg,[2],[inf],[28],Oklahoma,[20],[2.5]
Pontotoc,[1],[inf],[10],Oklahoma,[1],[0.11111111]
Pottawatomie,[4],[0.33333333],[43],Oklahoma,[17],[0.65384615]
Pushmataha,[0],[],[1],Oklahoma,[],[]
Rogers,[3],[inf],[52],Oklahoma,[27],[1.08]
Seminole,[1],[0.],[10],Oklahoma,[3],[0.42857143]
Sequoyah,[3],[0.5],[12],Oklahoma,[3],[0.33333333]
Stephens,[1],[0.],[22],Oklahoma,[8],[0.57142857]
Texas,[1],[inf],[119],Oklahoma,[116],[38.66666667]
Tillman,[0],[nan],[1],Oklahoma,[0],[0.]
Tulsa,[33],[0.83333333],[522],Oklahoma,[190],[0.57228916]
Unassigned,[0],[nan],[0],Oklahoma,[0],[nan]
Wagoner,[14],[2.5],[118],Oklahoma,[49],[0.71014493]
Washington,[19],[8.5],[248],Oklahoma,[144],[1.38461538]
Washita,[0],[],[0],Oklahoma,[],[]
Woods,[0],[],[3],Oklahoma,[],[]
Woodward,[0],[nan],[1],Oklahoma,[0],[0.]
Benton,[5],[1.5],[29],Oregon,[6],[0.26086957]
Clackamas,[7],[1.33333333],[206],Oregon,[81],[0.648]
Clatsop,[0],[nan],[6],Oregon,[0],[0.]
Columbia,[0],[nan],[14],Oregon,[4],[0.4]
Coos,[0],[],[15],Oregon,[],[]
Crook,[0],[nan],[1],Oregon,[0],[0.]
Curry,[0],[nan],[4],Oregon,[1],[0.33333333]
Deschutes,[0],[nan],[75],Oregon,[21],[0.38888889]
Douglas,[0],[nan],[23],Oregon,[9],[0.64285714]
Grant,[0],[nan],[1],Oregon,[0],[0.]
Harney,[0],[],[1],Oregon,[],[]
Hood River,[0],[nan],[6],Oregon,[2],[0.5]
Jackson,[0],[nan],[49],Oregon,[3],[0.06521739]
Jefferson,[0],[],[10],Oregon,[],[]
Josephine,[1],[0.],[20],Oregon,[2],[0.11111111]
Klamath,[0],[nan],[37],Oregon,[12],[0.48]
Lane,[2],[1.],[50],Oregon,[13],[0.35135135]
Lincoln,[0],[nan],[5],Oregon,[1],[0.25]
Linn,[7],[0.75],[82],Oregon,[30],[0.57692308]
Malheur,[0],[nan],[7],Oregon,[3],[0.75]
Marion,[17],[0.88888889],[474],Oregon,[198],[0.7173913]
Morrow,[0],[nan],[6],Oregon,[1],[0.2]
Multnomah,[42],[1.21052632],[696],Oregon,[322],[0.86096257]
Polk,[1],[0.],[39],Oregon,[9],[0.3]
Sherman,[0],[nan],[1],Oregon,[0],[0.]
Tillamook,[0],[nan],[6],Oregon,[2],[0.5]
Umatilla,[0],[nan],[45],Oregon,[29],[1.8125]
Unassigned,[0],[nan],[0],Oregon,[-1],[-1.]
Union,[0],[nan],[4],Oregon,[0],[0.]
Wallowa,[0],[nan],[1],Oregon,[0],[0.]
Wasco,[1],[inf],[13],Oregon,[3],[0.3]
Washington,[11],[0.83333333],[481],Oregon,[133],[0.38218391]
Yamhill,[7],[0.16666667],[39],Oregon,[9],[0.3]
Adams,[4],[3.],[130],Pennsylvania,[82],[1.70833333]
Allegheny,[86],[3.52631579],[1273],Pennsylvania,[416],[0.48541424]
Armstrong,[2],[1.],[50],Pennsylvania,[23],[0.85185185]
Beaver,[65],[4.],[392],Pennsylvania,[247],[1.70344828]
Bedford,[1],[0.],[24],Pennsylvania,[19],[3.8]
Berks,[116],[4.8],[2637],Pennsylvania,[1602],[1.54782609]
Blair,[0],[nan],[23],Pennsylvania,[13],[1.3]
Bradford,[2],[inf],[29],Pennsylvania,[11],[0.61111111]
Bucks,[185],[4.28571429],[2776],Pennsylvania,[1606],[1.37264957]
Butler,[6],[0.5],[175],Pennsylvania,[42],[0.31578947]
Cambria,[1],[0.],[25],Pennsylvania,[12],[0.92307692]
Cameron,[0],[nan],[1],Pennsylvania,[0],[0.]
Carbon,[14],[3.66666667],[170],Pennsylvania,[68],[0.66666667]
Centre,[1],[inf],[95],Pennsylvania,[25],[0.35714286]
Chester,[101],[4.94117647],[1304],Pennsylvania,[742],[1.3202847]
Clarion,[1],[inf],[23],Pennsylvania,[8],[0.53333333]
Clearfield,[0],[nan],[14],Pennsylvania,[5],[0.55555556]
Clinton,[0],[nan],[30],Pennsylvania,[22],[2.75]
Columbia,[14],[3.66666667],[283],Pennsylvania,[177],[1.66981132]
Crawford,[0],[nan],[19],Pennsylvania,[4],[0.26666667]
Cumberland,[15],[4.],[324],Pennsylvania,[214],[1.94545455]
Dauphin,[21],[4.25],[558],Pennsylvania,[329],[1.43668122]
Delaware,[224],[4.74358974],[3619],Pennsylvania,[2025],[1.27038896]
Elk,[0],[nan],[3],Pennsylvania,[1],[0.5]
Erie,[2],[inf],[87],Pennsylvania,[48],[1.23076923]
Fayette,[4],[0.33333333],[80],Pennsylvania,[26],[0.48148148]
Forest,[0],[nan],[7],Pennsylvania,[2],[0.4]
Franklin,[6],[inf],[264],Pennsylvania,[200],[3.125]
Fulton,[0],[nan],[5],Pennsylvania,[4],[4.]
Greene,[0],[nan],[26],Pennsylvania,[3],[0.13043478]
Huntingdon,[0],[nan],[29],Pennsylvania,[19],[1.9]
Indiana,[4],[inf],[63],Pennsylvania,[23],[0.575]
Jefferson,[0],[nan],[4],Pennsylvania,[2],[1.]
Juniata,[1],[inf],[82],Pennsylvania,[44],[1.15789474]
Lackawanna,[81],[3.05],[873],Pennsylvania,[446],[1.04449649]
Lancaster,[164],[5.83333333],[1703],Pennsylvania,[931],[1.20595855]
Lawrence,[6],[0.5],[64],Pennsylvania,[15],[0.30612245]
Lebanon,[9],[8.],[648],Pennsylvania,[378],[1.4]
Lehigh,[72],[3.],[2719],Pennsylvania,[1035],[0.61460808]
Luzerne,[82],[3.82352941],[2111],Pennsylvania,[700],[0.49610206]
Lycoming,[0],[nan],[61],Pennsylvania,[38],[1.65217391]
McKean,[0],[nan],[6],Pennsylvania,[4],[2.]
Mercer,[1],[inf],[65],Pennsylvania,[25],[0.625]
Mifflin,[0],[nan],[36],Pennsylvania,[24],[2.]
Monroe,[54],[1.34782609],[1111],Pennsylvania,[316],[0.39748428]
Montgomery,[329],[4.22222222],[4177],Pennsylvania,[2013],[0.93022181]
Montour,[0],[nan],[47],Pennsylvania,[10],[0.27027027]
Northampton,[85],[2.69565217],[2008],Pennsylvania,[926],[0.85582255]
Northumberland,[0],[nan],[92],Pennsylvania,[55],[1.48648649]
Perry,[1],[0.],[30],Pennsylvania,[14],[0.875]
Philadelphia,[541],[2.07386364],[13803],Pennsylvania,[7417],[1.16144692]
Pike,[14],[1.33333333],[369],Pennsylvania,[157],[0.74056604]
Potter,[0],[nan],[4],Pennsylvania,[0],[0.]
Schuylkill,[5],[1.5],[343],Pennsylvania,[155],[0.82446809]
Snyder,[1],[0.],[33],Pennsylvania,[13],[0.65]
Somerset,[0],[nan],[26],Pennsylvania,[14],[1.16666667]
Sullivan,[0],[nan],[1],Pennsylvania,[0],[0.]
Susquehanna,[8],[7.],[81],Pennsylvania,[56],[2.24]
Tioga,[1],[0.],[14],Pennsylvania,[1],[0.07692308]
Unassigned,[0],[nan],[0],Pennsylvania,[0],[nan]
Union,[0],[nan],[33],Pennsylvania,[14],[0.73684211]
Venango,[0],[nan],[7],Pennsylvania,[1],[0.16666667]
Warren,[0],[nan],[1],Pennsylvania,[0],[0.]
Washington,[2],[inf],[113],Pennsylvania,[45],[0.66176471]
Wayne,[5],[inf],[95],Pennsylvania,[32],[0.50793651]
Westmoreland,[25],[3.16666667],[386],Pennsylvania,[163],[0.7309417]
Wyoming,[2],[inf],[19],Pennsylvania,[10],[1.11111111]
York,[9],[2.],[624],Pennsylvania,[317],[1.03257329]
Bristol,[0],[nan],[145],Rhode Island,[106],[2.71794872]
Kent,[0],[nan],[598],Rhode Island,[429],[2.53846154]
Newport,[0],[nan],[148],Rhode Island,[74],[1.]
Providence,[0],[-1.],[5967],Rhode Island,[4689],[3.66901408]
Unassigned,[251],[3.18333333],[1065],Rhode Island,[100],[0.10362694]
Washington,[0],[nan],[324],Rhode Island,[184],[1.31428571]
Abbeville,[0],[nan],[29],South Carolina,[20],[2.22222222]
Aiken,[6],[5.],[97],South Carolina,[47],[0.94]
Allendale,[1],[inf],[10],South Carolina,[5],[1.]
